City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
384,Yurimaguas,PE,-5.9,-76.0833,69.76,81,6,0.58,clear sky
385,Yerofey Pavlovich,RU,53.9667,121.9667,71.19,39,66,1.05,broken clouds
386,Hennebont,FR,47.8051,-3.2734,62.91,75,0,4.61,clear sky
387,Nampula,MZ,-15.1165,39.2666,66.15,100,75,8.05,mist
388,Odessa,UA,46.4775,30.7326,62.37,54,15,5.37,few clouds
389,Noumea,NC,-22.2763,166.4572,80.58,99,96,10.71,overcast clouds
390,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,73.49,76,47,1.59,scattered clouds
391,Sigli,ID,5.3848,95.9609,81.25,71,100,4.81,overcast clouds
392,Iwaki,JP,37.05,140.8833,79.77,68,99,3.0,overcast clouds
393,Colares,PT,38.7992,-9.4469,65.34,78,98,21.0,overcast clouds
394,Srednekolymsk,RU,67.45,153.6833,69.91,21,17,11.45,few clouds
395,Pangkalanbuun,ID,-2.6833,111.6167,86.2,67,49,3.36,scattered clouds
396,Erenhot,CN,43.6475,111.9767,81.91,23,82,4.65,broken clouds
397,Nchelenge,ZM,-9.3451,28.734,60.57,59,0,4.32,clear sky
398,Lingao,CN,19.9103,109.6859,87.66,67,80,3.49,broken clouds
399,Iralaya,HN,15.0,-83.2333,75.42,90,100,6.26,overcast clouds
400,Hay River,CA,60.8156,-115.7999,51.78,71,75,12.66,broken clouds
401,Waingapu,ID,-9.6567,120.2641,85.42,64,37,15.84,scattered clouds
402,Palafrugell,ES,41.9174,3.1631,69.35,49,18,3.47,few clouds
403,Cape Canaveral,US,28.4058,-80.6048,84.07,79,0,8.05,clear sky
404,Kidal,ML,18.4411,1.4078,82.49,48,100,23.89,overcast clouds
405,Nyagan,RU,62.1406,65.3936,65.73,53,10,8.25,clear sky
406,Inirida,CO,3.8653,-67.9239,72.27,98,100,1.23,overcast clouds
407,Aklavik,CA,68.2191,-135.0107,63.32,32,9,11.56,clear sky
408,Barcelos,PT,41.5388,-8.6151,68.14,92,53,6.64,broken clouds
409,Beecher,US,43.09,-83.6944,83.88,70,0,5.75,clear sky
410,Paredon,MX,16.0333,-93.8667,79.79,79,100,3.8,overcast clouds
411,Wawa,NG,9.9022,4.4192,73.6,90,94,3.47,moderate rain
412,Buchanan,LR,5.8808,-10.0467,76.05,89,100,9.33,light rain
413,Tarko-Sale,RU,64.9225,77.785,61.27,83,100,16.06,light rain
414,Kanye,BW,-24.9667,25.3327,35.6,63,0,5.66,clear sky
415,The Valley,AI,18.217,-63.0578,82.26,84,100,18.41,overcast clouds
416,Bay City,US,43.5945,-83.8889,84.31,66,0,9.22,haze
417,Khuzdar,PK,27.7384,66.6434,82.56,54,0,7.11,clear sky
418,Jalu,LY,29.0331,21.5482,74.5,58,0,5.39,clear sky
419,Tawau,MY,4.2498,117.8871,82.53,82,91,3.58,overcast clouds
420,Dakar,SN,14.6937,-17.4441,78.93,83,40,4.61,scattered clouds
421,Finschhafen,PG,-6.6024,147.8681,85.39,67,42,9.95,scattered clouds
422,Shenjiamen,CN,29.9576,122.298,74.61,86,100,11.12,overcast clouds
423,Kamenka,RU,51.3223,42.7678,56.91,98,100,6.2,light rain
424,Amboasary,MG,-25.0333,46.3833,68.2,67,32,6.55,light rain
425,Laiyang,CN,36.9758,120.7136,80.69,51,90,10.4,overcast clouds
426,Udachnyy,RU,66.4167,112.4,62.46,41,15,8.48,few clouds
427,Pushkino,RU,56.0172,37.8667,59.09,78,44,7.94,scattered clouds
428,Juneau,US,58.3019,-134.4197,66.2,100,40,10.36,scattered clouds
429,Dzhebariki-Khaya,RU,62.2167,135.8,60.35,80,96,5.93,light rain
430,Novoagansk,RU,61.9449,76.6625,60.42,91,99,14.27,light rain
431,Zhangye,CN,38.9342,100.4517,89.01,8,99,2.17,overcast clouds
432,Tura,IN,25.5198,90.2201,74.1,96,100,5.99,heavy intensity rain
433,Kajaani,FI,64.2273,27.7285,48.25,93,100,11.5,light rain
434,Road Town,VG,18.4167,-64.6167,82.49,79,100,18.77,overcast clouds
435,Nishihara,JP,26.1842,127.7558,78.46,91,100,11.5,heavy intensity shower rain
436,Umea,SE,63.8284,20.2597,54.91,76,9,8.05,clear sky
437,Opunake,NZ,-39.4556,173.8583,59.85,82,90,20.31,overcast clouds
438,Owasso,US,36.2695,-95.8547,85.12,75,75,10.36,broken clouds
439,Cooma,AU,-36.2333,149.1333,48.52,75,91,9.48,overcast clouds
440,Benguela,AO,-12.5763,13.4055,65.93,60,0,2.86,clear sky
441,Padang,ID,-0.9492,100.3543,84.25,66,79,3.78,broken clouds
442,Bousso,TD,10.4795,16.7117,82.04,54,38,4.65,scattered clouds
443,Ballina,AU,-28.8667,153.5667,72.01,54,0,8.75,clear sky
444,Alhadas,PT,40.1861,-8.7906,66.13,95,58,3.98,broken clouds
445,Kalmunai,LK,7.4167,81.8167,79.77,75,100,3.2,moderate rain
446,Camacha,PT,33.0833,-16.3333,63.82,72,40,9.22,scattered clouds
447,Kambove,CD,-10.8764,26.5969,53.13,59,4,3.38,clear sky
448,Lazaro Cardenas,MX,17.9583,-102.2,80.65,83,100,15.19,overcast clouds
449,Nago,JP,26.5881,127.9761,79.23,88,100,8.14,moderate rain
450,Les Herbiers,FR,46.8667,-1.0167,62.31,79,72,6.51,broken clouds
451,Tomatlan,MX,19.9333,-105.25,75.79,94,100,1.36,overcast clouds
452,Qinzhou,CN,21.95,108.6167,81.9,85,100,9.35,overcast clouds
453,Bilibino,RU,68.0546,166.4372,58.15,25,0,3.58,clear sky
454,Atar,MR,20.5169,-13.0499,91.65,32,4,6.15,clear sky
455,Planaltina,BR,-15.4528,-47.6142,62.55,77,20,4.85,few clouds
456,Pathein,MM,16.7833,94.7333,85.95,69,100,5.97,overcast clouds
457,Oyama,JP,36.3,139.8,72.59,53,100,5.01,overcast clouds
458,Manokwari,ID,-0.8667,134.0833,83.84,69,54,10.07,broken clouds
459,Tarakan,ID,3.3,117.6333,78.3,89,20,4.61,heavy intensity rain
460,Punta Alta,AR,-38.8759,-62.0736,46.92,91,0,3.15,clear sky
461,Coahuayana,MX,18.7333,-103.6833,78.91,89,100,2.95,overcast clouds
462,Rodrigues Alves,BR,-7.738,-72.6509,70.0,80,2,0.54,clear sky
463,Cayenne,GF,4.9333,-52.3333,79.09,1,0,0.0,clear sky
464,Elizabeth City,US,36.2946,-76.2511,75.22,72,0,3.44,clear sky
465,Acarau,BR,-2.8856,-40.12,74.84,85,11,12.24,few clouds
466,Lubango,AO,-14.9172,13.4925,53.08,19,40,0.96,scattered clouds
467,Matara,LK,5.9485,80.5353,80.96,82,100,10.69,overcast clouds
468,Mayskiy,RU,47.6931,40.1025,60.21,91,70,10.74,broken clouds
469,Marawi,PH,7.9986,124.2928,82.71,54,18,4.63,few clouds
470,Ponta Delgada,PT,37.7333,-25.6667,63.5,77,20,4.61,few clouds
471,Maragogi,BR,-9.0122,-35.2225,74.66,89,42,10.47,light rain
472,Ornskoldsvik,SE,63.2909,18.7153,52.81,74,98,4.5,overcast clouds
473,Tucuman,AR,-26.8241,-65.2226,46.4,81,96,5.75,overcast clouds
474,Namatanai,PG,-3.6667,152.4333,83.37,73,49,9.6,light rain
475,Kardla,EE,58.9978,22.7492,59.05,87,0,3.44,clear sky
476,Northam,GB,51.0333,-4.2167,50.61,94,82,1.97,broken clouds
477,Raga,SS,8.4596,25.678,68.85,96,65,3.44,light rain
478,Sidi Ali,DZ,36.0998,0.4206,80.65,43,94,4.97,overcast clouds
479,Soyo,AO,-6.1349,12.3689,71.83,85,68,6.69,broken clouds
480,San Quintin,MX,30.4833,-115.95,63.45,79,0,5.17,clear sky
481,Alofi,NU,-19.0595,-169.9187,80.49,78,40,10.36,scattered clouds
482,Roald,NO,62.5833,6.1333,56.16,100,75,4.61,light intensity drizzle
483,Kruisfontein,ZA,-34.0033,24.7314,45.88,79,32,7.38,scattered clouds
484,Tuatapere,NZ,-46.1333,167.6833,47.84,87,100,12.44,light rain
485,Monte Patria,CL,-30.6919,-70.9467,50.61,81,0,1.21,clear sky
486,Yeppoon,AU,-23.1333,150.7333,76.78,69,8,6.96,clear sky
487,Minsk Mazowiecki,PL,52.1794,21.5725,58.53,90,68,5.95,broken clouds
488,Troutdale,US,45.5393,-122.3873,66.99,65,100,1.01,overcast clouds
489,Kysyl-Syr,RU,63.8986,122.7617,68.68,47,52,7.78,broken clouds
490,Okhotsk,RU,59.3833,143.3,49.17,80,94,6.33,overcast clouds
491,Koumac,NC,-20.5667,164.2833,80.2,68,34,4.83,scattered clouds
492,Eucaliptus,BO,-17.5833,-67.5167,38.71,55,0,3.78,clear sky
493,Ambilobe,MG,-13.2,49.05,66.15,93,0,3.62,clear sky
494,Hirara,JP,24.8,125.2833,82.67,83,75,9.22,light rain
495,Tiznit,MA,29.5833,-9.5,67.26,69,46,2.89,scattered clouds
496,Simao,CN,22.7886,100.9748,69.26,92,100,3.18,overcast clouds
497,Balakhta,RU,55.38,91.6,66.47,81,61,4.7,moderate rain
498,Olavarria,AR,-36.8927,-60.3225,43.02,84,99,6.24,overcast clouds
499,Callaguip,PH,18.0714,120.4867,87.82,79,75,6.91,broken clouds
500,Herat,AF,34.5,62.0,87.78,16,0,8.55,clear sky
501,Gbarnga,LR,6.9956,-9.4722,71.46,99,100,4.16,light rain
502,Mocuba,MZ,-16.8392,36.9856,62.37,79,0,1.48,clear sky
503,Puqi,CN,29.7167,113.8833,88.56,57,86,5.86,overcast clouds
504,Mantua,IT,45.1667,10.7833,70.84,79,0,1.01,clear sky
505,Sydney,AU,-33.8679,151.2073,69.55,46,20,9.22,few clouds
506,Denpasar,ID,-8.65,115.2167,83.86,79,20,2.3,few clouds
507,Tottori,JP,35.5,134.2333,73.47,78,40,8.05,scattered clouds
508,Thai Binh,VN,20.45,106.3333,87.82,68,100,8.84,overcast clouds
509,Gladstone,AU,-23.85,151.25,75.13,50,75,6.91,broken clouds
510,Lompoc,US,34.6391,-120.4579,66.34,79,0,20.0,clear sky
511,Las Cruces,US,32.3123,-106.7783,92.16,16,0,3.44,clear sky
512,Jardim,BR,-21.4803,-56.1381,65.21,63,0,3.87,clear sky
513,Birecik,TR,37.0294,37.9903,72.61,50,0,4.14,clear sky
514,Florianopolis,BR,-27.6146,-48.5012,59.7,97,75,5.75,broken clouds
515,Grojec,PL,51.8625,20.8676,58.51,86,64,5.5,broken clouds
516,Datong,CN,40.0936,113.2914,78.67,36,54,6.15,broken clouds
517,Itarema,BR,-2.9248,-39.9167,74.43,84,10,11.61,clear sky
518,Lure,FR,47.75,6.5,60.17,94,0,4.61,clear sky
519,Houma,US,29.5958,-90.7195,84.0,83,0,3.44,clear sky
520,Oistins,BB,13.0667,-59.5333,82.49,83,40,19.57,scattered clouds
521,Aksum,ET,14.1245,38.7244,63.36,49,81,3.44,broken clouds
522,College,US,64.8569,-147.8028,71.58,50,75,8.05,broken clouds
523,Krupina,SK,48.3554,19.0647,54.95,83,45,1.99,scattered clouds
524,Chimoio,MZ,-19.1164,33.4833,60.66,82,20,4.12,few clouds
525,Tevaitoa,PF,-16.7833,-151.5,80.44,73,9,15.23,clear sky
526,Lorengau,PG,-2.0226,147.2712,85.57,67,99,10.04,overcast clouds
527,Springdale,US,36.1867,-94.1288,80.78,82,75,5.75,broken clouds
528,Tabou,CI,4.423,-7.3528,74.89,93,100,10.65,moderate rain
529,Porto Real,BR,-22.4197,-44.2903,54.21,94,0,1.21,clear sky
530,Iquique,CL,-20.2208,-70.1431,60.84,83,64,3.49,broken clouds
531,Weinan,CN,34.5036,109.5089,95.11,23,0,5.77,clear sky
532,Beaverlodge,CA,55.2166,-119.4361,65.55,70,99,5.93,overcast clouds
533,Huarmey,PE,-10.0681,-78.1522,62.37,82,9,12.55,clear sky
534,Chaman,PK,30.9236,66.4512,87.82,9,0,3.29,clear sky
535,Klaksvik,FO,62.2266,-6.589,49.12,96,97,6.38,overcast clouds
536,Bari,IT,41.1177,16.8512,73.87,67,0,5.75,clear sky
537,Yarmouth,US,41.7057,-70.2286,61.47,91,0,1.99,clear sky
538,Srandakan,ID,-7.9386,110.2506,84.31,68,46,3.04,scattered clouds
539,Nemuro,JP,43.3236,145.575,53.13,99,100,17.81,overcast clouds
540,Bafq,IR,31.6128,55.4107,89.11,9,0,4.7,clear sky
541,Kudat,MY,6.8837,116.8477,89.53,66,20,6.91,few clouds
542,Steamboat Springs,US,40.485,-106.8317,65.79,47,0,4.61,clear sky
543,Mehamn,NO,71.0357,27.8492,39.15,100,75,11.5,broken clouds
544,Necochea,AR,-38.5473,-58.7368,48.27,88,100,4.14,overcast clouds
545,Wajima,JP,37.4,136.9,77.68,73,75,18.41,broken clouds
546,Port Moresby,PG,-9.4431,147.1797,89.02,66,75,11.5,haze
547,Bassano,CA,50.7834,-112.4685,58.23,78,79,17.25,broken clouds
548,Sunland Park,US,31.7965,-106.58,95.63,24,0,5.75,smoke
549,Syracuse,IT,37.0881,15.2792,69.39,60,3,5.99,clear sky
550,Edegem,BE,51.1566,4.445,58.87,79,100,4.61,overcast clouds
551,Hofn,IS,64.2539,-15.2082,48.54,81,6,10.92,clear sky
552,Key Largo,US,25.0865,-80.4473,82.99,72,83,13.82,broken clouds
553,Olinda,BR,-8.0089,-34.8553,74.93,94,75,2.3,broken clouds
554,Monrovia,LR,6.3005,-10.7969,76.93,86,100,12.77,light rain
555,Kasongo,CD,-4.45,26.6667,68.45,68,36,1.92,scattered clouds
556,Sidrolandia,BR,-20.9319,-54.9614,64.58,66,1,6.55,clear sky
557,Sungairaya,ID,0.7,108.9,82.63,79,71,3.24,broken clouds
558,Gazanjyk,TM,39.2446,55.5154,86.77,25,53,4.0,broken clouds
559,Lae,PG,-6.7221,146.9847,84.87,59,24,8.79,few clouds
560,Frontino,CO,6.7801,-76.1288,61.83,98,100,0.18,overcast clouds
561,Dubbo,AU,-32.25,148.6167,60.93,59,75,9.22,broken clouds
562,Sechura,PE,-5.5569,-80.8222,63.09,79,2,13.89,clear sky
563,Seclin,FR,50.55,3.0333,58.64,79,29,3.44,scattered clouds
564,Banjar,ID,-8.19,114.9675,83.37,80,92,2.48,overcast clouds
565,Mangrol,IN,21.1167,70.1167,86.2,70,34,11.68,scattered clouds
566,Mandiana,GN,10.6333,-8.6833,75.74,79,82,6.8,broken clouds
567,Kapit,MY,2.0167,112.9333,89.19,63,65,1.43,broken clouds
568,Leshukonskoye,RU,64.8989,45.7622,61.81,88,100,8.7,overcast clouds
569,Te Anau,NZ,-45.4167,167.7167,46.11,92,100,3.6,overcast clouds
570,Lufilufi,WS,-13.8745,-171.5986,85.78,77,19,18.68,light rain
571,Telsiai,LT,55.9814,22.2472,52.25,91,99,7.83,overcast clouds
572,Quelimane,MZ,-17.8786,36.8883,67.95,94,100,2.3,fog
573,Vila,PT,42.0304,-8.1588,59.88,84,37,4.03,scattered clouds
574,Victoria,HK,22.2855,114.1577,86.97,85,100,17.0,light rain
575,Havelock,US,34.8791,-76.9013,78.78,83,3,6.55,clear sky
576,Timiryazevskoye,RU,56.49,84.8769,67.86,66,29,8.59,scattered clouds
577,Biabou,VC,13.2,-61.1333,79.81,85,100,20.31,overcast clouds
578,Napier,NZ,-39.4833,176.9167,63.28,51,74,5.01,broken clouds
579,Mahibadhoo,MV,3.7833,72.9667,83.28,72,87,8.03,overcast clouds
580,Tubuala,PA,9.5167,-79.0333,78.53,85,58,9.48,broken clouds
581,Quebec,CA,46.8123,-71.2145,66.54,84,75,4.61,broken clouds
582,Hambantota,LK,6.1241,81.1185,79.14,94,75,4.61,light rain
583,Flin Flon,CA,54.7682,-101.865,51.78,80,64,3.44,broken clouds
584,Areka,ET,7.0667,37.7,59.04,91,82,1.39,broken clouds
585,Port Hawkesbury,CA,45.6169,-61.3485,51.58,93,0,5.99,clear sky
586,Salihorsk,BY,52.7876,27.5415,52.9,90,24,4.88,few clouds
587,Malayal,PH,7.208,121.942,87.6,74,75,5.99,broken clouds
588,Bayangol,RU,50.6977,103.4656,57.65,94,100,1.92,overcast clouds
589,Hosur,IN,12.7167,77.8167,73.31,62,97,11.5,overcast clouds
590,Mormugao,IN,15.4,73.8,82.78,72,86,4.07,overcast clouds
591,Cody,US,44.5263,-109.0565,62.26,30,0,1.01,clear sky
592,Dunedin,NZ,-45.8742,170.5036,52.81,59,94,13.0,overcast clouds
593,Dwarka,IN,22.2394,68.9678,86.29,71,50,15.57,scattered clouds
594,Calabozo,VE,8.9242,-67.4293,73.45,90,87,1.79,overcast clouds
595,Tirat Karmel,IL,32.7617,34.9719,72.59,87,3,7.25,clear sky
596,North Bend,US,43.4065,-124.2243,59.92,91,100,8.05,overcast clouds
597,Oranjemund,NA,-28.55,16.4333,56.8,44,45,15.37,scattered clouds
598,Dvinskoy,RU,62.1535,45.1175,58.15,79,33,8.75,scattered clouds
599,Lancaster,US,40.2504,-76.2499,74.7,72,100,8.05,overcast clouds
600,Nioro,GM,13.35,-15.75,78.91,75,60,6.96,broken clouds
601,San Angelo,US,31.4638,-100.437,89.82,40,0,13.8,clear sky
602,Ariquemes,BR,-9.9133,-63.0408,73.42,90,100,0.31,overcast clouds
603,Trincomalee,LK,8.5711,81.2335,83.82,73,98,16.15,overcast clouds
604,Egvekinot,RU,66.3167,-179.1667,32.14,99,100,4.07,snow
605,Portland,US,45.5234,-122.6762,67.6,64,100,1.01,overcast clouds
606,Pochutla,MX,15.7432,-96.4661,73.51,92,100,2.28,overcast clouds
607,Lakhisarai,IN,25.1768,86.0932,95.25,40,80,8.68,broken clouds
608,Guatire,VE,10.4762,-66.5427,71.22,98,78,2.66,broken clouds
609,Omsukchan,RU,62.5333,155.8,58.57,44,55,7.67,broken clouds
610,Meulaboh,ID,4.1363,96.1285,80.73,73,100,5.77,overcast clouds
611,Pitimbu,BR,-7.4706,-34.8086,73.99,83,35,5.06,scattered clouds
612,Kanelovskaya,RU,46.5908,39.19,63.91,73,88,13.31,overcast clouds
613,Preobrazheniye,RU,42.9019,133.9064,60.04,77,100,10.2,overcast clouds
614,Akdagmadeni,TR,39.6603,35.8836,54.64,85,8,5.46,clear sky
615,Luderitz,NA,-26.6481,15.1594,61.41,37,2,14.72,clear sky
616,Yerbogachen,RU,61.2767,108.0108,76.6,39,15,5.23,few clouds
617,Leh,IN,34.1667,77.5833,55.24,46,70,4.16,broken clouds
618,Pereslavl-Zalesskiy,RU,56.7393,38.8563,56.66,77,46,10.2,scattered clouds
619,Poquoson,US,37.1224,-76.3458,75.99,64,20,8.05,few clouds
620,Lagunas,PE,-5.2269,-75.6753,69.35,80,4,1.36,clear sky
621,Soligalich,RU,59.0778,42.2864,55.11,84,89,8.16,overcast clouds
622,Mamou,GN,10.5,-12.0,67.68,98,100,3.53,overcast clouds
623,Walvis Bay,NA,-22.9575,14.5053,52.75,46,0,10.36,clear sky
624,Xichang,CN,27.8964,102.2634,69.08,75,96,2.3,overcast clouds
625,Coquimbo,CL,-29.9533,-71.3436,55.13,94,100,4.61,overcast clouds
626,Jaisalmer,IN,26.9147,70.9181,88.86,51,0,23.17,clear sky
627,Yueyang,CN,29.3333,113.0919,86.99,59,100,14.85,overcast clouds
628,Odweyne,SO,9.4092,45.064,73.49,51,35,20.8,scattered clouds
629,Sorong,ID,-0.8833,131.25,82.76,73,16,5.61,few clouds
630,Zhezkazgan,KZ,47.8043,67.7144,73.38,35,0,4.47,clear sky
631,Byron Bay,AU,-28.65,153.6167,73.94,48,0,4.72,clear sky
632,Ambovombe,MG,-25.1667,46.0833,67.55,67,42,8.72,scattered clouds
633,Verkhnevilyuysk,RU,63.4453,120.3167,69.93,52,56,6.46,light rain
634,Borogontsy,RU,62.6683,131.1683,73.24,38,7,5.75,clear sky
635,Gamba,GA,-2.65,10.0,71.46,91,61,4.59,broken clouds
636,Halifax,CA,44.6453,-63.5724,53.49,86,0,4.61,clear sky
637,Caucaia,BR,-3.7361,-38.6531,78.75,77,75,5.75,broken clouds
638,Havoysund,NO,70.9963,24.6622,41.23,85,100,16.33,overcast clouds
639,Kirando,TZ,-7.4167,30.6,70.9,61,11,10.58,few clouds
640,Sao Jose De Ribamar,BR,-2.5619,-44.0542,80.98,78,89,6.62,overcast clouds
641,Kichmengskiy Gorodok,RU,59.9816,45.7854,58.98,77,84,8.84,broken clouds
642,Machali,CL,-34.1833,-70.6667,46.0,83,11,1.23,few clouds
643,Shahreza,IR,32.0339,51.8794,78.66,11,0,4.21,clear sky
644,Acapulco,MX,16.8634,-99.8901,75.02,100,100,10.36,overcast clouds
645,Folldal,NO,62.1325,9.9968,46.81,93,100,1.81,light rain
646,Maniitsoq,GL,65.4167,-52.9,35.64,73,77,1.3,broken clouds
647,Caibarien,CU,22.5206,-79.4669,74.52,84,46,11.86,scattered clouds
648,Lyubashivka,UA,47.8372,30.2598,56.46,70,41,5.26,scattered clouds
649,Samarai,PG,-10.6167,150.6667,80.78,83,63,11.86,heavy intensity rain
650,Bilma,NE,18.6853,12.9164,85.32,38,100,5.55,overcast clouds
651,Kirksville,US,40.1948,-92.5833,82.35,69,40,6.91,scattered clouds
652,Nexo,DK,55.0607,15.1306,53.69,83,100,6.06,overcast clouds
653,San Carlos De Bariloche,AR,-41.1456,-71.3082,31.24,93,20,2.3,few clouds
654,Puerto Colombia,CO,10.9878,-74.9547,78.89,83,92,5.99,overcast clouds
655,Jambi,ID,-1.6,103.6167,84.6,68,100,3.09,overcast clouds
656,Warora,IN,20.2333,79.0,89.22,54,98,7.38,overcast clouds
657,Prelouc,CZ,50.0398,15.5603,62.91,85,0,4.61,clear sky
658,Kassala,SD,15.451,36.4,80.49,52,100,17.05,overcast clouds
659,Kaduqli,SD,11.0167,29.7167,75.13,66,75,6.22,light rain
660,Worland,US,44.0169,-107.9554,65.88,39,0,4.61,clear sky
661,Gotsu,JP,35.0,132.2167,74.46,74,10,17.9,clear sky
662,Itaiba,BR,-8.9475,-37.4228,65.17,94,99,8.95,overcast clouds
663,Krasnyy Chikoy,RU,50.3643,108.7512,80.24,37,99,1.28,light rain
664,Poya,NC,-21.35,165.15,80.06,68,77,5.97,broken clouds
665,Najran,SA,17.4924,44.1277,75.85,16,88,2.42,overcast clouds
666,Severodvinsk,RU,64.5635,39.8302,59.11,88,94,7.94,overcast clouds
667,Strezhevoy,RU,60.7333,77.5889,62.15,83,100,5.5,light rain
668,Pabna,BD,24.0,89.25,88.83,69,100,17.38,overcast clouds
669,Hirado,JP,33.3597,129.5531,72.97,86,25,12.82,scattered clouds
670,Mut,TR,36.6439,33.4389,75.56,45,0,5.41,clear sky
671,Bud,US,39.447,-86.1758,84.22,76,27,10.71,scattered clouds
672,Koungou,YT,-12.7336,45.2042,73.11,94,0,5.75,light rain
673,Batticaloa,LK,7.7102,81.6924,80.22,76,100,7.02,light rain
674,Gainsborough,GB,53.3833,-0.7667,57.87,82,37,5.75,scattered clouds
675,Boyolangu,ID,-8.1181,111.8935,84.72,70,36,4.21,light rain
676,Igarka,RU,67.4667,86.5833,70.18,59,100,11.61,overcast clouds
677,Maraa,BR,-1.8333,-65.3667,70.2,99,9,1.57,clear sky
678,Kibuye,RW,-2.0597,29.3482,63.37,75,87,1.72,overcast clouds
679,Springfield,US,37.2153,-93.2982,81.03,80,20,9.22,few clouds
680,Riyadh,SA,24.6877,46.7219,82.54,14,2,3.74,clear sky
681,Port Hedland,AU,-20.3167,118.5667,84.25,21,22,14.97,few clouds
682,Coihaique,CL,-45.5752,-72.0662,41.61,75,40,3.44,scattered clouds
683,Vechta,DE,52.7167,8.2833,54.99,84,96,5.21,overcast clouds
684,Aljezur,PT,37.3191,-8.8033,61.9,92,77,2.33,broken clouds
685,Bereda,ES,43.2686,-7.5406,63.43,85,98,1.79,overcast clouds
686,La Serena,CL,-29.9078,-71.2542,54.91,94,100,4.61,overcast clouds
687,Calama,CL,-22.4667,-68.9333,39.69,24,0,18.41,clear sky
688,Atocha,BO,-20.9333,-66.2333,34.52,20,1,8.86,clear sky
689,Ishikari,JP,43.2397,141.3539,64.81,94,75,16.11,light rain
690,Mecca,SA,21.4267,39.8261,84.7,33,0,6.04,clear sky
691,Marsh Harbour,BS,26.5412,-77.0636,80.69,74,100,6.29,overcast clouds
692,Guanica,PR,17.9716,-66.908,82.06,83,100,8.16,overcast clouds
693,Okha,RU,53.5739,142.9478,50.74,84,100,7.85,overcast clouds
694,Phonhong,LA,18.5007,102.4166,84.45,72,92,1.21,overcast clouds
695,Honiara,SB,-9.4333,159.95,85.53,65,76,8.68,broken clouds
696,Kuloy,RU,61.0305,42.4925,56.82,75,96,9.37,overcast clouds
697,Kerema,PG,-7.9631,145.7785,84.07,74,58,9.15,broken clouds
698,Kanniyakumari,IN,8.0833,77.5667,83.71,70,100,16.58,overcast clouds
699,Ucluelet,CA,48.9329,-125.5528,56.08,86,100,5.08,overcast clouds
700,Teguldet,RU,57.3064,88.1667,64.08,84,100,5.59,light rain
701,Nidau,CH,47.1255,7.2403,67.71,88,11,3.44,few clouds
702,Chabahar,IR,25.2919,60.643,84.15,76,7,7.4,clear sky
703,Mount Isa,AU,-20.7333,139.5,76.77,27,47,12.66,scattered clouds
704,Gigmoto,PH,13.7796,124.39,87.71,65,76,7.23,broken clouds
705,Sussex,US,41.1834,-74.6663,66.81,68,20,0.0,few clouds
706,Agadez,NE,19.75,10.25,85.73,32,100,8.93,overcast clouds
707,Moratuwa,LK,6.773,79.8816,78.82,83,100,6.42,moderate rain
708,Fare,PF,-16.7,-151.0167,80.47,71,2,16.26,clear sky
709,Ostersund,SE,63.1792,14.6357,50.45,93,75,8.05,broken clouds
710,Alice Springs,AU,-23.7,133.8833,71.15,32,1,8.05,clear sky
711,Tucumcari,US,35.1717,-103.725,89.44,18,0,11.5,clear sky
712,Kuliyapitiya,LK,7.4688,80.0401,78.48,77,99,5.84,overcast clouds
713,Yenagoa,NG,4.9247,6.2642,73.4,97,74,1.5,moderate rain
714,Sunrise Manor,US,36.2111,-115.0731,98.11,5,0,6.91,clear sky
